ticker,company_name,current_price,strike,expiration,days_to_expiry,bid_price,open_interest,investment,premium_received,dividend_income,reinvestment_income,exercise_proceeds,net_profit,net_outlay,total_return,annualized_return,max_drawdown,current_yield,breakeven_price,downside_protection_pct,intrinsic_value,extrinsic_value,annual_dividend,warning_flag,is_aristocrat
PEP,"Pepsico, Inc.",140.17,75,2027-01-15,472,68.2,2,14016.999999999998,6820,738.0835164835165,23.655120885372696,7500,1064.7386373688914,7196.999999999998,0.14794200880490366,0.11259320017888919,-0.3472363478493601,0.03963758293500749,71.96999999999998,0.4865520439466363,65.16999999999999,3.0300000000000153,5.556,FALSE,TRUE
ALB,Albemarle Corporation,86.88,40,2027-12-17,808,51.9,7,8688,5190,359.6043956043956,19.953782058099847,4000,881.5581776624967,3498,0.2520177752036869,0.10686294783855987,-0.8439977947021831,0.018646408839779006,34.98,0.5973756906077348,46.879999999999995,5.020000000000003,1.62,FALSE,TRUE
TGT,Target Corporation,88.83,50,2028-01-21,843,40.1,24,8883,4010,1053.75,61.07544888664224,5000,1241.8254488866423,4873,0.25483797432518823,0.10328123529191013,-0.675062904768299,0.05065856129685917,48.73,0.45142406844534505,38.83,1.2700000000000031,4.5,FALSE,TRUE
NUE,Nucor Corporation,136.08,100,2028-01-21,843,49.5,9,13608.000000000002,4950,503.96739130434787,29.20999729361151,10000,1875.1773885979583,8658.000000000002,0.2165832049662691,0.08859036889363647,-0.4863910006780161,0.016093474426807763,86.58000000000001,0.3637566137566137,36.08000000000001,13.419999999999987,2.1900000000000004,FALSE,TRUE
APD,"Air Products and Chemicals, Inc",270.48,200,2027-01-15,472,82.6,7,27048,8260,918.3478260869565,29.43248068240978,20000,2159.7803067693676,18788,0.11495530693896996,0.08778842526249697,-0.33780167599442745,0.026323572907423837,187.88000000000002,0.3053830227743271,70.48000000000002,12.119999999999976,7.12,FALSE,TRUE
TROW,"T. Rowe Price Group, Inc.",103.52,60,2028-01-21,843,42,1,10352,4200,1168.7882096069868,67.74307431094816,6000,1084.531283917935,6152,0.17628922040278527,0.07283028175644568,-0.6414437021761311,0.048782843894899536,61.519999999999996,0.40571870170015456,43.519999999999996,-1.519999999999996,5.05,FALSE,TRUE
ADM,Archer-Daniels-Midland Company,60.31,40,2028-01-21,843,22.1,5,6031,2210,465.2922077922078,26.968380027868005,4000,671.2605878200757,3821,0.1756766783093629,0.07258835591248247,-0.5745265689660903,0.03365942629746311,38.21,0.36644005969159343,20.310000000000002,1.7899999999999991,2.0300000000000002,FALSE,TRUE
XOM,Exxon Mobil Corporation,114.22,90,2028-01-21,843,28.9,226,11422,2890,911.1026200873362,52.8075933605029,9000,1431.910213447838,8532,0.16782820129487083,0.06948222386720815,-0.2050865063513852,0.03466993521274733,85.32,0.25302048677989847,24.22,4.68,3.96,FALSE,TRUE
SWK,"Stanley Black & Decker, Inc.",73.9,40,2028-01-21,843,32.6,7,7390.000000000001,3260,768.8901098901099,44.56494292387961,4000,683.4550528139889,4130.000000000001,0.16548548494285442,0.0685527722262893,-0.7468847705270089,0.044519621109607575,41.300000000000004,0.44113667117726657,33.900000000000006,-1.3000000000000043,3.29,FALSE,TRUE
EMR,Emerson Electric Company,129.25,80,2027-01-15,472,53,19,12925,5300,273.2631578947368,8.757915451513876,8000,657.0210733462518,7625,0.08616669814377073,0.06600424219449552,-0.3087984894231466,0.016340425531914893,76.25,0.41005802707930367,49.25,3.75,2.112,FALSE,TRUE
CHRW,"C.H. Robinson Worldwide, Inc.",131.87,105,2028-01-21,843,36,1,13187,3600,574.3516483516485,33.2894754371149,10500,1520.6411237887623,9587,0.15861490808269138,0.06582080759580777,-0.43212047129554493,0.018806400242663227,95.87,0.2729961325547888,26.870000000000005,9.129999999999995,2.48,FALSE,TRUE
KO,Coca-Cola Company (The),66.04,52.5,2026-12-18,444,15,56,6604.000000000001,1500,247.2052401746725,7.445774275402015,5250,400.6510144500735,5104.000000000001,0.07849745580918366,0.06409324449466158,-0.2088808066393816,0.030511811023622045,51.040000000000006,0.22713506965475466,13.540000000000006,1.4599999999999937,2.015,FALSE,TRUE
ED,"Consolidated Edison, Inc.",99.57,65,2027-01-15,472,35.3,5,9957,3529.9999999999995,439.91228070175436,14.098916920050748,6500,527.011197621805,6427,0.08199956396791737,0.06284021713557597,-0.22027077464256303,0.03394596766094205,64.27,0.35452445515717584,34.56999999999999,0.730000000000004,3.38,FALSE,TRUE
SJM,The J.M. Smucker Company,107.46,80,2027-01-15,472,28,20,10746,2800,569.2982456140351,18.24565719065391,8000,641.5439028046894,7946,0.08073796914229668,0.0618817679798751,-0.419336946992059,0.04038712078913084,79.46,0.2605620696072958,27.459999999999994,0.5400000000000063,4.34,FALSE,TRUE
BDX,"Becton, Dickinson and Company",184,140,2026-12-18,444,49,11,18400,4900,507.42857142857144,15.28365094962072,14000,1022.7122223781917,13500,0.07575646091690308,0.06186954056631366,-0.41764520600468497,0.022608695652173914,135,0.266304347826087,44,5,4.16,FALSE,TRUE
CL,Colgate-Palmolive Company,80.4,60,2028-01-21,843,23.7,16,8040.000000000001,2370,481.7142857142858,27.920205205322173,6000,839.6344909196077,5670.000000000001,0.14808368446553927,0.06161535963118436,-0.2703870271249997,0.025373134328358207,56.7,0.2947761194029851,20.400000000000006,3.2999999999999936,2.04,FALSE,TRUE
MCD,McDonald's Corporation,302.99,220,2028-01-21,843,94.1,2,30299,9410,1636.0855263157894,94.82767063978663,22000,2841.9131969555747,20889,0.13604831236323303,0.05678238644356348,-0.1820450260449913,0.02336710782534077,208.89000000000001,0.3105713059836958,82.99000000000001,11.109999999999985,7.08,FALSE,TRUE
LIN,Linde plc,476.49,330,2027-01-15,472,160.1,10,47649,16010,774.6170678336979,24.82599864413621,33000,2160.443066477834,31639,0.06828417669578159,0.05240679862289843,-0.23721962420468595,0.012361224789607337,316.39,0.33599865684484465,146.49,13.609999999999985,5.89,FALSE,TRUE
GD,General Dynamics Corporation,332.17,240,2028-01-21,843,105.5,5,33217,10550,1411.2723214285716,81.7974761874673,24000,2826.0697976160372,22667,0.12467771639899577,0.05218961986146353,-0.22956404362041896,0.017581358942710058,226.67000000000002,0.3176084535027245,92.17000000000002,13.329999999999984,5.84,FALSE,TRUE
JNJ,Johnson & Johnson,181.62,135,2027-12-17,808,50.15,3,18162,5015,1134.3412526997843,62.94249573296036,13500,1550.2837484327465,13147,0.11791920198012829,0.05164355980389468,-0.2362776100540489,0.02797048783173659,131.47,0.27612597731527366,46.620000000000005,3.529999999999994,5.08,FALSE,TRUE
ADP,"Automatic Data Processing, Inc.",292.66,185,2028-01-21,843,113.5,1,29266.000000000004,11350,1426.6153846153848,82.68676156960797,18500,2093.3021461849894,17916.000000000004,0.11683981615232134,0.04900841742624218,-0.2256761384984739,0.021048315451377024,179.16000000000003,0.3878220460602747,107.66000000000003,5.839999999999975,6.16,FALSE,TRUE
SYY,Sysco Corporation,81.84,65,2027-01-15,472,18,53,8184,1800,280.0879120879121,8.976644608644595,6500,405.0645566965577,6384,0.06344996188855853,0.048722144099379916,-0.30142634144168307,0.02529325513196481,63.84,0.21994134897360704,16.840000000000003,1.1599999999999966,2.0700000000000003,FALSE,TRUE
SHW,Sherwin-Williams Company (The),342.92,190,2028-01-21,843,165.5,2,34292,16550,730.2302631578948,42.3242145793398,19000,2030.5544777372343,17742,0.11444901802148767,0.048035535638475624,-0.4286119970234621,0.0089962673509856525,177.42000000000002,0.48261985302694504,152.92000000000002,12.579999999999984,3.085,FALSE,TRUE
MKC,"McCormick & Company, Incorporat",66.8,50,2027-01-15,472,17.4,11,6680,1739.9999999999998,231.87772925764193,7.431538022076583,5000,299.30926727971837,4940,0.060588920501967285,0.046539660719544296,-0.42884539633198004,0.026497005988023955,49.4,0.26047904191616766,16.799999999999997,0.6000000000000014,1.77,FALSE,TRUE
ESS,"Essex Property Trust, Inc.",266.22,200,2026-04-17,199,65.6,3,26622.000000000004,6559.999999999999,555.9021739130435,7.443071649777748,20000,501.3452455628176,20062.000000000004,0.02498979391699818,0.04631263489307691,-0.45403690545249736,0.037713169559011335,200.62000000000003,0.24641274134174737,66.22000000000003,-0.620000000000033,10.04,FALSE,TRUE
O,Realty Income Corporation,60.55,32.5,2027-01-15,472,25.8,0,6055,2580,412.2337662337663,13.211837624760163,3250,200.44560385852674,3475,0.05768218816072712,0.04432095574245576,-0.383157599993891,0.01777043765483072,34.75,0.426094137076796,28.049999999999997,-2.2499999999999964,1.076,FALSE,TRUE
MDT,Medtronic plc.,93.97,65,2027-01-15,472,28.5,20,9397,2850,361.9006479481642,11.598692267909112,6500,326.4993402160726,6547,0.049870068766774495,0.03835111043382278,-0.4863505123496624,0.029903160583164837,65.47,0.30328828349473236,28.97,-0.46999999999999886,2.8099999999999996,FALSE,TRUE
GPC,Genuine Parts Company,139.22,95,2026-02-20,143,44,10,13922,4400,161.85714285714286,1.5543698719998464,9500,141.4115127291443,9522,0.0148510305323613,0.0383446449602709,-0.4364587697381262,0.029377962936359716,95.22,0.31604654503663265,44.22,-0.21999999999999886,4.09,FALSE,TRUE
CLX,Clorox Company (The),122.99,80,2026-04-17,199,42,1,12299,4200,258.65828092243186,3.46322106309149,8000,163.12150198552263,8099,0.0201409435714931,0.037251918667666084,-0.4806913265957869,0.03984063745019921,80.99,0.3414911781445646,42.989999999999995,-0.9899999999999949,4.9,FALSE,TRUE
ABT,Abbott Laboratories,133.11,75,2027-01-15,472,58,2,13311.000000000002,5800,303.355119825708,9.722344247521345,7500,302.07746407322884,7511.000000000002,0.04021800879686177,0.03096129499647149,-0.36243462349160793,0.017429193899782133,75.11000000000001,0.43572984749455335,58.110000000000014,-0.11000000000001364,2.32,FALSE,TRUE
CB,Chubb Limited,279.56,165,2027-01-15,472,115.5,1,27956,11550,502.0175438596491,16.089352249940266,16500,612.106896109588,16406,0.03730994124768914,0.028731776381224483,-0.1998615478318567,0.013235083702961798,164.06,0.41314923451137503,114.56,0.9399999999999977,3.7,FALSE,TRUE
CINF,Cincinnati Financial Corporatio,156.37,100,2026-03-20,171,55.9,100,15637,5590,161.35574837310193,1.854701809527626,10000,116.21045018262885,10047,0.011566681614673916,0.024851190170884996,-0.3658761083552263,0.021871202916160386,100.47,0.3574854511734988,56.370000000000005,-0.47000000000000597,3.42,FALSE,TRUE
ECL,Ecolab Inc.,272.91,200,2026-01-16,108,73.2,22,27291.000000000004,7320,77.14285714285715,0.5588525861959358,20000,106.70170972904816,19971.000000000004,0.005342832593713292,0.018171864230346113,-0.44265283182395376,0.009526950276647978,199.71000000000004,0.2682202924040892,72.910000000000025,0.28999999999997783,2.6,FALSE,TRUE
NDSN,Nordson Corporation,227.35,150,2026-03-20,171,77,1,22735,7700,146.36743215031314,1.682418779635815,15000,113.04985092995048,15035,0.007519112133684768,0.016118044926218822,-0.39936897806113447,0.013899274246756103,150.35,0.33868484715196834,77.35,-0.3499999999999943,3.16,FALSE,TRUE
AFL,AFLAC Incorporated,111.35,80,2027-01-15,472,29.8,202,11135,2980,300.17543859649123,9.620437427799335,8000,154.79587602429092,8155,0.018981713798196312,0.014647316807975264,-0.20429306310329015,0.020116748989672202,81.55,0.2676246070947463,31.349999999999994,-1.5499999999999936,2.2399999999999998,FALSE,TRUE
PNR,Pentair plc.,109.64,70,2027-01-15,472,39,8,10964,3900,129.38596491228068,4.146740270603161,7000,69.53270518288264,7064,0.009843248185572287,0.007603375290344161,-0.5141968015071047,0.00893834367019336,70.64,0.3557095950383072,39.64,-0.6400000000000006,0.98,FALSE,TRUE
FAST,Fastenal Company,48.87,36.25,2027-01-15,472,11.8,20,4887,1180,112.62472885032537,3.6095530060469336,3625,34.234281856372036,3707,0.009235036918363106,0.007134053597006584,-0.3190003076865513,0.021894822999795376,37.06999999999999,0.24145692653979955,12.619999999999997,-0.8199999999999967,1.07,FALSE,TRUE
ES,Eversource Energy (D/B/A),70.53,55,2026-04-17,199,14.1,6,7053,1410,151.36060606060605,2.0265936863184497,5500,10.387199746924125,5643,0.0018407229748226342,0.003378792207437975,-0.4444562224406007,0.04216645399120942,56.43,0.19991492981709913,15.530000000000001,-1.4300000000000015,2.974,FALSE,TRUE
