ticker,company_name,current_price,strike,expiration,days_to_expiry,bid_price,open_interest,investment,premium_received,dividend_income,reinvestment_income,exercise_proceeds,net_profit,net_outlay,total_return,annualized_return,max_drawdown,current_yield,breakeven_price,downside_protection_pct,intrinsic_value,extrinsic_value,annual_dividend,warning_flag,is_aristocrat
EMR,Emerson Electric Company,129.25,90,2028-01-21,844,44.5,4,12925,4450,488.63157894736844,28.355684294270105,9000,1041.9872632416373,8475,0.12294834964503094,0.05142624971645815,-0.3087984894231467,0.016340425531914893,84.75,0.344294003868472,39.25,5.25,2.112,FALSE,TRUE
NEE,"NextEra Energy, Inc.",76.21,50,2028-01-21,844,26.5,43,7620.999999999999,2650,530.5410199556541,30.78772292906388,5000,590.3287428847188,4970.999999999999,0.11875452482090504,0.0497262821015354,-0.47172237176104204,0.029077548878099987,49.709999999999994,0.34772339587980583,26.209999999999994,0.29000000000000625,2.2159999999999997,FALSE,TRUE
WMT,Walmart Inc.,103.08,65,2028-01-21,844,42.95,53,10308,4295,214.1900647948164,12.429622066946399,6500,713.6196868617626,6013,0.11867947561313198,0.049695827980925866,-0.26008632712019886,0.00885719829258828,60.129999999999995,0.4166666666666667,38.08,4.8700000000000045,0.9129999999999999,FALSE,TRUE
ADP,"Automatic Data Processing, Inc.",292.66,185,2028-01-21,844,113.5,1,29266.000000000004,11350,1428.3076923076924,82.88584639863569,18500,2095.193538706324,17916.000000000004,0.11694538617472224,0.04899183089762249,-0.22567613849847382,0.021048315451377024,179.16000000000003,0.3878220460602747,107.66000000000003,5.839999999999975,6.16,FALSE,TRUE
SYY,Sysco Corporation,81.84,65,2027-01-15,473,18,53,8184,1800,280.6813186813187,9.015024375284526,6500,405.6963430566029,6384,0.06354892591738767,0.04869197478795373,-0.3014263414416831,0.02529325513196481,63.84,0.21994134897360704,16.840000000000003,1.1599999999999966,2.0700000000000003,FALSE,TRUE
SHW,Sherwin-Williams Company (The),342.92,190,2028-01-21,843,165.5,2,34292,16550,730.2302631578948,42.3242145793398,19000,2030.5544777372343,17742,0.11444901802148767,0.048035535638475624,-0.42861199702346214,0.0089962673509856525,177.42000000000002,0.48261985302694504,152.92000000000002,12.579999999999984,3.085,FALSE,TRUE
PPG,"PPG Industries, Inc.",104.02,65,2028-01-21,844,39.5,5,10402,3950,652.7668845315903,37.88058834716812,6500,738.647472878758,6452,0.11448348928685027,0.04799129584634909,-0.49728512728782504,0.02643722361084407,64.52,0.37973466641030573,39.019999999999996,0.480000000000004,2.75,FALSE,TRUE
MDT,Medtronic plc.,93.97,70,2028-01-21,844,25,10,9397,2500,647.1274298056155,37.55332624481678,7000,787.6807560504312,6897,0.1142062862187083,0.04787855971093724,-0.4863505123496625,0.029903160583164837,68.97,0.26604235394274767,23.97,1.0300000000000011,2.8099999999999996,FALSE,TRUE
CB,Chubb Limited,279.56,210,2027-01-15,473,77,53,27956,7700,503.0811403508772,16.15814249525595,21000,1263.2392828461343,20256,0.0623637086713139,0.04779003938952964,-0.1998615478318566,0.013235083702961798,202.56,0.2754328230075833,69.56,7.439999999999998,3.7,FALSE,TRUE
CTAS,Cintas Corporation,203.91,150,2028-01-21,844,65,3,20391,6500,414.6288209606987,24.061244612545593,15000,1547.690065573246,13891,0.11141674937536866,0.04674319156372442,-0.24233832074443018,0.00794468147712226,138.91,0.31876808395860917,53.91,11.090000000000003,1.62,FALSE,TRUE
MKC,"McCormick & Company, Incorporat",66.8,50,2027-01-15,473,17.4,11,6680,1739.9999999999998,232.3689956331878,7.4633116644004,5000,299.83230729758816,4940,0.06069479904809477,0.046519630529167744,-0.42884539633198,0.026497005988023955,49.4,0.26047904191616766,16.799999999999997,0.6000000000000014,1.77,FALSE,TRUE
ESS,"Essex Property Trust, Inc.",266.22,200,2026-04-17,200,65.6,3,26622.000000000004,6559.999999999999,558.695652173913,7.518316142202051,20000,504.2139683161113,20062.000000000004,0.025132786776797488,0.04634216307369554,-0.45403690545249736,0.037713169559011335,200.62000000000003,0.24641274134174737,66.22000000000003,-0.620000000000033,10.04,FALSE,TRUE
FAST,Fastenal Company,48.87,37.5,2028-01-21,844,13,5,4887,1300,201.38828633405637,11.686724546445378,3750,376.0750108805023,3587,0.10484388371354957,0.0440615615632729,-0.31900030768655135,0.030284428074483324,35.87,0.266011868221813,11.369999999999997,1.6300000000000026,1.48,FALSE,TRUE
GPC,Genuine Parts Company,139.22,110,2026-03-20,172,29.5,3,13922,2950,194.6813186813187,2.2509238896566366,11000,224.9322425709761,10972,0.0205005689547007,0.04400490439733873,-0.43645876973812625,0.029377962936359716,109.72,0.21189484269501507,29.22,0.28000000000000114,4.09,FALSE,TRUE
GWW,"W.W. Grainger, Inc.",947.98,700,2026-04-17,200,258.1,1,94798,25810.000000000004,493.44978165938863,6.640308447685974,70000,1512.0900901070854,68988,0.02191816098607128,0.04036183982766195,-0.246533419437327,0.009093018840059915,689.88,0.272263127914091,247.98000000000002,10.120000000000005,8.62,FALSE,TRUE
CAH,"Cardinal Health, Inc.",154.57,75,2028-01-21,844,81.5,25,15457,8150,468.7869565217392,27.204084862951433,7500,688.9910413846901,7307,0.09429191752903929,0.039737515509887134,-0.26560999673008495,0.013126738694442648,73.07,0.5272691984214272,79.57,1.9300000000000068,2.029,FALSE,TRUE
ECL,Ecolab Inc.,272.91,200,2026-04-17,200,75.5,23,27291.000000000004,7550,142.8571428571429,1.922415467155611,20000,403.77955832429507,19741.000000000004,0.020453855342905374,0.0376428592494602,-0.4426528318239537,0.009526950276647978,197.41000000000003,0.27664797918727785,72.910000000000025,2.589999999999975,2.6,FALSE,TRUE
NDSN,Nordson Corporation,227.35,135,2026-03-20,172,92.6,12,22735,9260,147.22338204592901,1.702210720617166,13500,173.9255927665472,13475,0.012907279611617603,0.027588902147504868,-0.3993689780611344,0.013899274246756103,134.75,0.4073015174840554,92.35,0.25,3.16,FALSE,TRUE
CINF,Cincinnati Financial Corporatio,156.37,100,2026-03-20,172,55.9,100,15637,5590,162.2993492407809,1.8765204846378276,10000,117.17586972541903,10047,0.011662771944403209,0.024911508387439163,-0.36587610835522644,0.021871202916160386,100.47,0.3574854511734988,56.370000000000005,-0.47000000000000597,3.42,FALSE,TRUE
ROP,"Roper Technologies, Inc.",500.96,400,2025-12-19,81,102.3,10,50096,10230,72.63586956521739,0.39429537173277573,40000,207.0301649369503,39866,0.005193151179876344,0.023615208727402637,-0.27845430665650855,0.006437639731715106,398.65999999999997,0.20420792079207925,100.95999999999998,1.3400000000000176,3.2249999999999996,FALSE,TRUE
DOV,Dover Corporation,166.64,100,2026-03-20,172,66.6,4,16664,6659.999999999999,98.28571428571429,1.1363887598266516,10000,95.42210304554101,10004,0.009538394946575471,0.020349724636314015,-0.362672190039161,0.012391982717234759,100.03999999999999,0.399663946231397,66.63999999999999,-0.03999999999999204,2.065,FALSE,TRUE
AFL,AFLAC Incorporated,111.35,80,2027-01-15,473,29.8,202,11135,2980,300.8114035087719,9.66156973943139,8000,155.47297324820283,8155,0.019064742274457737,0.01467992026408571,-0.20429306310329007,0.020116748989672202,81.55,0.2676246070947463,31.349999999999994,-1.5499999999999936,2.2399999999999998,FALSE,TRUE
FDS,FactSet Research Systems Inc.,290.67,150,2026-03-20,172,139.2,4,29067,13919.999999999998,207.91208791208794,2.4038992996333017,15000,63.315987211717584,15147.000000000002,0.004180100826019514,0.008891369854009401,-0.42737838971080117,0.014724601782089656,151.47000000000003,0.4788935906698317,140.67000000000002,-1.4700000000000273,4.28,FALSE,TRUE
PNR,Pentair plc.,109.64,70,2027-01-15,473,39,8,10964,3900,129.66008771929825,4.164469715272152,7000,69.82455743457103,7064,0.00988456362324052,0.007619050191647325,-0.5141968015071047,0.00893834367019336,70.64,0.3557095950383072,39.64,-0.6400000000000006,0.98,FALSE,TRUE
ES,Eversource Energy (D/B/A),70.53,55,2026-04-17,200,14.1,6,7053,1410,152.12121212121212,2.0470811974499443,5500,11.168293318662109,5643,0.0019791411161903436,0.003614880963039857,-0.44445622244060057,0.04216645399120942,56.43,0.19991492981709913,15.530000000000001,-1.4300000000000015,2.974,FALSE,TRUE
